薬局等番号,都道府県,薬局等名称,住所,電話番号,販売可能薬剤師数_女性,販売可能薬剤師数_男性,販売可能薬剤師数_答えたくない,HP,開局時間,時間外対応の有無,時間外の電話番号,プライバシー確保策,事前連絡,備考,削除日,開局等時間,時間外対応,事前電話連絡,電話番号_数字,時間外の電話番号_数字,住所_正規化,住所_都道府県除く,市区町村_推定,住所_残り,時間外対応_有無,事前電話連絡_要否,データ時点,データ出典_URL,データファイル_URL
2382,香川県,ココロ調剤薬局六条店,香川県高松市下田井町３７２－１,0878021737,1,0,0,,月-水､金:9:00‐18:00､木土:9:00‐17:00,,,衝立,要,,,月-水､金:9:00‐18:00､木土:9:00‐17:00,,要,0878021737,,香川県高松市下田井町372-1,高松市下田井町372-1,高松市,下田井町372-1,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2494,香川県,みらいの薬局,香川県高松市仏生山町甲293-7,0878145004,1,0,0,https://mspharmacy.jp/shop/mirai/,月-金:8:30-18:00､土:9:00-11:00,,,個室；衝立,要,,,月-金:8:30-18:00､土:9:00-11:00,,要,0878145004,,香川県高松市仏生山町甲293-7,高松市仏生山町甲293-7,高松市,仏生山町甲293-7,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2496,香川県,ホワイト薬局,香川県さぬき市志度８６９ー４,0878142772,1,1,0,https://www.kuma-ph.com,月･火･水･金:9:00-18:00､木:9:00-17:00､土:9:00-13:00,有,08063939903,衝立,要,,,月･火･水･金:9:00-18:00､木:9:00-17:00､土:9:00-13:00,有,要,0878142772,08063939903,香川県さぬき市志度869-4,さぬき市志度869-4,さぬき市,志度869-4,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2575,香川県,ウエルシア薬局高松伏石店,香川県高松市伏石町２１６５－１,0878149601,2,0,0,https://store.welcia.co.jp/welcia/spot/detail?code=6831D,月-金:10:00-14:00､15:00-19:00,,,衝立,,,,月-金:10:00-14:00､15:00-19:00,,,0878149601,,香川県高松市伏石町2165-1,高松市伏石町2165-1,高松市,伏石町2165-1,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2592,香川県,ＫＣやしま調剤薬局,香川県高松市高松町２５１３－１１三石ビル１Ｆ,0878410336,0,1,0,https://www.kckagawa.com/,月､火､水､金:8:30-18:00､木:8:30-16:30､土:8:30-12:30,有,0878410336,個室,要,,,月､火､水､金:8:30-18:00､木:8:30-16:30､土:8:30-12:30,有,要,0878410336,0878410336,香川県高松市高松町2513-11三石ビル1Ｆ,高松市高松町2513-11三石ビル1Ｆ,高松市,高松町2513-11三石ビル1Ｆ,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2785,香川県,花水木調剤薬局,香川県琴平町榎井８５３番地３,0877564500,1,0,0,,月-金:8:30-18:00､土:8:30-12:30,有,09089724778,衝立；他者のいない時間対応,要,,,月-金:8:30-18:00､土:8:30-12:30,有,要,0877564500,09089724778,香川県琴平町榎井853番地3,琴平町榎井853番地3,琴平町,榎井853番地3,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2877,香川県,Ｈａｌｏ調剤薬局,香川県丸亀市今津町１８－２,0877216720,0,1,0,,月-金9:00-18:00､土9:00-13:00,有,0877216720,衝立,要,,,月-金9:00-18:00､土9:00-13:00,有,要,0877216720,0877216720,香川県丸亀市今津町18-2,丸亀市今津町18-2,丸亀市,今津町18-2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
2935,香川県,友愛薬局大学通り店,香川県高松市番町三丁目２０番１０,0878026080,4,0,0,,月-金:9:00-18:00土:9:00-13:00,,,個室,要,,,月-金:9:00-18:00土:9:00-13:00,,要,0878026080,,香川県高松市番町三丁目20番10,高松市番町三丁目20番10,高松市,番町三丁目20番10,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3123,香川県,アイン薬局善通寺店,香川県善通寺市仙遊町１－７－１０魚辰ハイツ１階,0877620303,0,1,0,https://www.ainj.co.jp/,月-金:9:00-18:00､土:12:30-18:00,,,個室,要,,,月-金:9:00-18:00､土:12:30-18:00,,要,0877620303,,香川県善通寺市仙遊町1-7-10魚辰ハイツ1階,善通寺市仙遊町1-7-10魚辰ハイツ1階,善通寺市,仙遊町1-7-10魚辰ハイツ1階,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3136,香川県,ＫＣかがわ調剤薬局高松店,香川県高松市仏生山町甲２６９－１,0878888877,1,0,0,https://www.kckagawa.com/takamatsu,月-金:8:30-17:30､土:8:30-12:30,有,0878888877,個室,要,,,月-金:8:30-17:30､土:8:30-12:30,有,要,0878888877,0878888877,香川県高松市仏生山町甲269-1,高松市仏生山町甲269-1,高松市,仏生山町甲269-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3187,香川県,ひかり薬局善通寺店,香川県善通寺市生野町字山端１８５２－１,0877856781,1,0,0,,月-金:9:00-18:00､木:9:00-17:00､土:9:00-13:00,有,07053590384,個室,,,,月-金:9:00-18:00､木:9:00-17:00､土:9:00-13:00,有,,0877856781,07053590384,香川県善通寺市生野町字山端1852-1,善通寺市生野町字山端1852-1,善通寺市,生野町字山端1852-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3256,香川県,アイン薬局丸亀川西店,香川県丸亀市川西町北１８７－１,0877587088,1,0,0,https://store.ainj.co.jp/detail/1101205/,月-土:8:30-19:00,有,0877587088,衝立,,,,月-土:8:30-19:00,有,,0877587088,0877587088,香川県丸亀市川西町北187-1,丸亀市川西町北187-1,丸亀市,川西町北187-1,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3260,香川県,ププレひまわり薬局屋島店,香川県高松市高松町２５１０番地９,0878028457,1,3,0,https://www.welcia-yakkyoku.co.jp,月-水､金､土:9:00-18:00､木:9:00-13:30､14:30-18:00,,,衝立,,,,月-水､金､土:9:00-18:00､木:9:00-13:30､14:30-18:00,,,0878028457,,香川県高松市高松町2510番地9,高松市高松町2510番地9,高松市,高松町2510番地9,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3286,香川県,えむ調剤薬局,香川県高松市国分寺町新居１３５９－４,0878759272,1,0,0,http://www.m-tyouzai.com/,月-金:9:00-18:00土:9:00-13:00,有,087875…9272,衝立,,,,月-金:9:00-18:00土:9:00-13:00,有,,0878759272,0878759272,香川県高松市国分寺町新居1359-4,高松市国分寺町新居1359-4,高松市,国分寺町新居1359-4,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3363,香川県,有限会社辻上薬局城西店,香川県丸亀市城西町２丁目４－８,0877250023,2,1,0,,月-土:9:00-18:30,有,09062845622,衝立,,,,月-土:9:00-18:30,有,,0877250023,09062845622,香川県丸亀市城西町2丁目4-8,丸亀市城西町2丁目4-8,丸亀市,城西町2丁目4-8,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3364,香川県,辻上薬局城西店,,,0,0,0,,,,,,,,2026/1/31,,,,,,,,,,False,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3623,香川県,辻上薬局今里店,香川県高松市今里町２丁目１３－８,0878319998,1,0,0,https://www.topco-group.jp/,月-土:9:00-18:30,有,0878319998,衝立,要,,,月-土:9:00-18:30,有,要,0878319998,0878319998,香川県高松市今里町2丁目13-8,高松市今里町2丁目13-8,高松市,今里町2丁目13-8,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3698,香川県,のぞみ薬局,香川県さぬき市寒川町石田東甲１７３番地,0879436656,0,1,0,,月-金:8:30-17:30､土:9:00-11:00,有,0879436656,個室,要,,,月-金:8:30-17:30､土:9:00-11:00,有,要,0879436656,0879436656,香川県さぬき市寒川町石田東甲173番地,さぬき市寒川町石田東甲173番地,さぬき市,寒川町石田東甲173番地,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3749,香川県,スター薬局飯野,香川県丸亀市飯野町東二甲１３９６ー３,0877584820,0,3,0,https://starpharmacy.jp/guide/,月･火･木･金:9:00-18:30水:8:00-16:00土:9:00-17:00,有,09071419892,個室,要,,,月･火･木･金:9:00-18:30水:8:00-16:00土:9:00-17:00,有,要,0877584820,09071419892,香川県丸亀市飯野町東二甲1396-3,丸亀市飯野町東二甲1396-3,丸亀市,飯野町東二甲1396-3,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3820,香川県,ザグザグ薬局丸亀中府店,香川県丸亀市中府町１ー３ー１,0877580525,2,0,0,,月-土:9:00-19:00,,,衝立,要,,,月-土:9:00-19:00,,要,0877580525,,香川県丸亀市中府町1-3-1,丸亀市中府町1-3-1,丸亀市,中府町1-3-1,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3835,香川県,ザグザグ薬局仏生山店,香川県高松市仏生山町甲１３４４,0878401722,2,1,0,,月-土:9:00-19:00,,,衝立,要,,,月-土:9:00-19:00,,要,0878401722,,香川県高松市仏生山町甲1344,高松市仏生山町甲1344,高松市,仏生山町甲1344,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3932,香川県,ファーマシィ薬局松縄町,香川県高松市松縄町４１－４,0878145490,1,0,0,https://www.pharmacy-net.co.jp/store/1121.html,月-水､金:9:00-18:30木:9:00-17:00土:9:00-13:30,有,0878145490,衝立,要,,,月-水､金:9:00-18:30木:9:00-17:00土:9:00-13:30,有,要,0878145490,0878145490,香川県高松市松縄町41-4,高松市松縄町41-4,高松市,松縄町41-4,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3943,香川県,京町薬局川津店,香川県坂出市川津町字東山２４９６－６,0877590383,1,0,0,,火､水､土9時-12時14時-17時,有,0877590383,衝立,要,,,火､水､土9時-12時14時-17時,有,要,0877590383,0877590383,香川県坂出市川津町字東山2496-6,坂出市川津町字東山2496-6,坂出市,川津町字東山2496-6,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
3993,香川県,有限会社辻上薬局綾上店,香川県綾歌郡綾川町山田上甲１３３１ー３,0878783780,2,1,0,,月-土:8:30-18:00,有,0878783782,衝立；他者のいない時間対応,,,,月-土:8:30-18:00,有,,0878783780,0878783782,香川県綾歌郡綾川町山田上甲1331-3,綾歌郡綾川町山田上甲1331-3,綾歌郡綾川町,山田上甲1331-3,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4078,香川県,辻上薬局高松店,香川県高松市中央町１ー２６藤澤ビル１階,0878350799,4,0,0,,月-土:8:30-18:00,有,0878350799,衝立,要,,,月-土:8:30-18:00,有,要,0878350799,0878350799,香川県高松市中央町1-26藤澤ビル1階,高松市中央町1-26藤澤ビル1階,高松市,中央町1-26藤澤ビル1階,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4167,香川県,調剤薬局ハーモニー,香川県善通寺市中村町９００－１,0877635952,0,3,0,,月曜日-土曜日:9:00-18:30,有,0877635952,衝立,要,,,月曜日-土曜日:9:00-18:30,有,要,0877635952,0877635952,香川県善通寺市中村町900-1,善通寺市中村町900-1,善通寺市,中村町900-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4184,香川県,エス・アイ薬局,香川県丸亀市福島町１６２,0877359133,1,0,0,https://https//:chozai.com,月火水金土:8:30-18:00木:8:30-16:30,有,0877359133,衝立,要,,,月火水金土:8:30-18:00木:8:30-16:30,有,要,0877359133,0877359133,香川県丸亀市福島町162,丸亀市福島町162,丸亀市,福島町162,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4185,香川県,ファーマシィ薬局観音寺第２,香川県観音寺市植田町１９３０番地,0875576120,0,1,0,https://www.pharmacy-net.co.jp/store/1090.html,月-土:8:00-18:30,,,衝立,要,,,月-土:8:00-18:30,,要,0875576120,,香川県観音寺市植田町1930番地,観音寺市植田町1930番地,観音寺市,植田町1930番地,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4203,香川県,アイン薬局城坤店,香川県丸亀市津森町５９４－３,0877857116,0,1,0,,月-土:9:00-18:00,有,0877857116,衝立,,,,月-土:9:00-18:00,有,,0877857116,0877857116,香川県丸亀市津森町594-3,丸亀市津森町594-3,丸亀市,津森町594-3,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4222,香川県,きりん調剤薬局福田町店,香川県高松市福田町１３－２,0878022537,0,1,0,,月･火･木･金:9:00-18:00､水･土:9:00-13:00,有,08098392111,衝立,,,,月･火･木･金:9:00-18:00､水･土:9:00-13:00,有,,0878022537,08098392111,香川県高松市福田町13-2,高松市福田町13-2,高松市,福田町13-2,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4264,香川県,アイン薬局琴平店,香川県仲多度郡琴平町３２０－１８,0877752300,0,1,0,,月-水金:9:00-18:00､木土:9:00-12:30,有,0877752300,衝立,,,,月-水金:9:00-18:00､木土:9:00-12:30,有,,0877752300,0877752300,香川県仲多度郡琴平町320-18,仲多度郡琴平町320-18,仲多度郡琴平町,320-18,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4468,香川県,ザグザグ薬局宇多津店,香川県綾歌郡宇多津町４２番１,0877410822,1,1,0,http://www.zagzag.co.jp,月-金:9:30-18:30,有,08090698530,衝立,要,,,月-金:9:30-18:30,有,要,0877410822,08090698530,香川県綾歌郡宇多津町42番1,綾歌郡宇多津町42番1,綾歌郡宇多津町,42番1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4544,香川県,ひいらぎ調剤薬局,香川県三豊市豊中町比地大２６２２－１,0875566600,1,1,0,,月火水金:9:00-18:30､木:9:00-15:00､土:9:00-16:30,有,09090510415,衝立,要,,,月火水金:9:00-18:30､木:9:00-15:00､土:9:00-16:30,有,要,0875566600,09090510415,香川県三豊市豊中町比地大2622-1,三豊市豊中町比地大2622-1,三豊市,豊中町比地大2622-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4552,香川県,アイン薬局屋島店,香川県高松市高松町２３１０－７,0878410088,0,1,0,,月-金:9:00-18:00､土:9:00-13:00,,,衝立,要,,,月-金:9:00-18:00､土:9:00-13:00,,要,0878410088,,香川県高松市高松町2310-7,高松市高松町2310-7,高松市,高松町2310-7,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4774,香川県,辻上薬局長尾店,香川県さぬき市長尾西７８０ー２,0879520701,2,1,0,,月-金:9:00-18:30､土:9:00-13:00,有,0879520701,衝立；他者のいない時間対応,要,,,月-金:9:00-18:30､土:9:00-13:00,有,要,0879520701,0879520701,香川県さぬき市長尾西780-2,さぬき市長尾西780-2,さぬき市,長尾西780-2,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4780,香川県,アイン薬局城西店,香川県丸亀市津森町１１０８－１,0877235222,1,0,0,,月･火･水･金:8:30-18:30､木:9:00-17:00､土:8:30-17:30,,,衝立,要,,,月･火･水･金:8:30-18:30､木:9:00-17:00､土:8:30-17:30,,要,0877235222,,香川県丸亀市津森町1108-1,丸亀市津森町1108-1,丸亀市,津森町1108-1,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4826,香川県,しろくま薬局,香川県高松市出作町２８１−１,0878884690,0,1,0,http://www.kuma-ph.com,月･火･水･金8:30-19:00木8:00-16:00土8:30-17:00,有,08040354690,個室,要,,,月･火･水･金8:30-19:00木8:00-16:00土8:30-17:00,有,要,0878884690,08040354690,香川県高松市出作町281-1,高松市出作町281-1,高松市,出作町281-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4838,香川県,マツイ薬局,香川県坂出市寿町３ー１ー５７,0877590456,1,2,0,,月-金:8:30-18:00､土:8:30-13:00,有,0877590456,個室,,,,月-金:8:30-18:00､土:8:30-13:00,有,,0877590456,0877590456,香川県坂出市寿町3-1-57,坂出市寿町3-1-57,坂出市,寿町3-1-57,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
4974,香川県,アイン薬局塩上店,香川県高松市塩上町２丁目２番５号合田ビル１階,0878613177,1,1,0,https://www.ainj.co.jp,月-水･金:9:00-18:00､木:9:00-17:00､土:9:00-12:30,有,0878613177,衝立；他者のいない時間対応,要,,,月-水･金:9:00-18:00､木:9:00-17:00､土:9:00-12:30,有,要,0878613177,0878613177,香川県高松市塩上町2丁目2番5号合田ビル1階,高松市塩上町2丁目2番5号合田ビル1階,高松市,塩上町2丁目2番5号合田ビル1階,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5012,香川県,薬局ファーム＆ファーマシー,香川県多度津町３丁目１－２４,0877896599,1,0,0,https://yakkyokufp.com,月-金:9:00-17:00､土:9:00-14:00,有,0877896599,衝立；他者のいない時間対応,,,,月-金:9:00-17:00､土:9:00-14:00,有,,0877896599,0877896599,香川県多度津町3丁目1-24,多度津町3丁目1-24,多度津町,3丁目1-24,True,False,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5024,香川県,なの花薬局丸亀店,香川県丸亀市城東町２－９－２７,0877581616,1,1,0,,月-金:8:30-17:30､日:8:30-9:30,,,衝立,要,,,月-金:8:30-17:30､日:8:30-9:30,,要,0877581616,,香川県丸亀市城東町2-9-27,丸亀市城東町2-9-27,丸亀市,城東町2-9-27,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5030,香川県,有限会社アインスオレンジ薬局,香川県坂出市室町２－１－１７,0877440634,1,0,0,,月-土:8:30-18:00,有,0877440634,衝立,要,,,月-土:8:30-18:00,有,要,0877440634,0877440634,香川県坂出市室町2-1-17,坂出市室町2-1-17,坂出市,室町2-1-17,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5055,香川県,かざしが丘調剤薬局,香川県綾歌郡綾川町畑田６９６－１６,0878771125,1,0,0,,月-金:9:00-18:00､土:9:00-12:00,有,0878771125,衝立,要,,,月-金:9:00-18:00､土:9:00-12:00,有,要,0878771125,0878771125,香川県綾歌郡綾川町畑田696-16,綾歌郡綾川町畑田696-16,綾歌郡綾川町,畑田696-16,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5070,香川県,有限会社香川ファーマシー遊もみの木薬局,香川県綾歌郡綾川町陶１７１９－１,0878769341,1,0,0,,月-金:8:30-18:30､土:8:30-17:00,有,0878769341,衝立,要,,,月-金:8:30-18:30､土:8:30-17:00,有,要,0878769341,0878769341,香川県綾歌郡綾川町陶1719-1,綾歌郡綾川町陶1719-1,綾歌郡綾川町,陶1719-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5083,香川県,もみの木薬局綾上店,香川県綾歌郡綾川町山田下２１５８－１,0878781193,1,0,0,,月-金:8:30-18:00､土:8:30-13:00,有,0878781193,衝立,要,,,月-金:8:30-18:00､土:8:30-13:00,有,要,0878781193,0878781193,香川県綾歌郡綾川町山田下2158-1,綾歌郡綾川町山田下2158-1,綾歌郡綾川町,山田下2158-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5092,香川県,もみの木薬局滝宮店,香川県綾歌郡綾川町滝宮４９６ー１,0878769381,2,0,0,,月-金:8:30-18:00､土:9:00-12:00,有,0878769381,衝立,要,,,月-金:8:30-18:00､土:9:00-12:00,有,要,0878769381,0878769381,香川県綾歌郡綾川町滝宮496-1,綾歌郡綾川町滝宮496-1,綾歌郡綾川町,滝宮496-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5107,香川県,もみの木薬局綾川店,香川県綾歌郡綾川町小野５６７－１,0878769383,1,0,0,,"月火木金:8:30-18:30､水:8:30-17:30,土:8:30-14:00",有,0878769383,衝立,要,,,"月火木金:8:30-18:30､水:8:30-17:30,土:8:30-14:00",有,要,0878769383,0878769383,香川県綾歌郡綾川町小野567-1,綾歌郡綾川町小野567-1,綾歌郡綾川町,小野567-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5149,香川県,ファーマシィ薬局たかまつ,香川県高松市観光町５３９－５,0878327866,0,1,0,,月､火､木､金:9:00-18:30､水:9:00-17:00､土:9:00-13:00,有,0878327866,個室,要,,,月､火､木､金:9:00-18:30､水:9:00-17:00､土:9:00-13:00,有,要,0878327866,0878327866,香川県高松市観光町539-5,高松市観光町539-5,高松市,観光町539-5,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5270,香川県,安田薬局木太店,香川県高松市木太町１８１３ー３,0878615008,1,1,0,https://yasudayakkyoku.jimdofree.com/,月火水金:9:00-18:00､木:9:00-17:00､土:9:00-12:00,有,0878615008,個室,要,,,月火水金:9:00-18:00､木:9:00-17:00､土:9:00-12:00,有,要,0878615008,0878615008,香川県高松市木太町1813-3,高松市木太町1813-3,高松市,木太町1813-3,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5292,香川県,安西番町薬局,香川県高松市番町１ー２ー２３１Ｆ,0878111520,1,1,0,https://anzaibancho.com,月-金:9:00-18:00､土:9:00-13:00,,,個室,要,,,月-金:9:00-18:00､土:9:00-13:00,,要,0878111520,,香川県高松市番町1-2-231Ｆ,高松市番町1-2-231Ｆ,高松市,番町1-2-231Ｆ,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5334,香川県,株式会社サン調剤薬局,香川県丸亀市城東町二丁目１４番３３号,0877247135,3,2,0,https://san-3.jp,月-金:9:00-20:00､土:9:00-18:00,,,個室,要,,,月-金:9:00-20:00､土:9:00-18:00,,要,0877247135,,香川県丸亀市城東町二丁目14番33号,丸亀市城東町二丁目14番33号,丸亀市,城東町二丁目14番33号,False,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
5343,香川県,ヒロ調剤薬局,香川県観音寺市大野原町花稲８１５ー１,0875563193,1,1,0,,月火水金:8:30-18:00､木:8:30-16:30､土:8:30-18:00,有,0875563193,衝立,要,,,月火水金:8:30-18:00､木:8:30-16:30､土:8:30-18:00,有,要,0875563193,0875563193,香川県観音寺市大野原町花稲815-1,観音寺市大野原町花稲815-1,観音寺市,大野原町花稲815-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
6858,香川県,スター薬局大野原店,香川県観音寺市大野原町大野原４１１３－１,0875236001,2,1,0,https://starpharmacy.jp/,月、火、木、金、土：8:30-18:00、水：9:00-17:00,有,08086326714,個室,要,,,月、火、木、金、土：8:30-18:00、水：9:00-17:00,有,要,0875236001,08086326714,香川県観音寺市大野原町大野原4113-1,観音寺市大野原町大野原4113-1,観音寺市,大野原町大野原4113-1,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
6859,香川県,有限会社アインス土器薬局,香川県丸亀市土器町東３丁目６２９番地,0877255454,2,0,0,https://www.topco-group.jp,月〜金:9:00-18:30、土:9:00-13:00、第4土:9:00-18:00,有,0877255454,衝立,要,,,月〜金:9:00-18:30、土:9:00-13:00、第4土:9:00-18:00,有,要,0877255454,0877255454,香川県丸亀市土器町東3丁目629番地,丸亀市土器町東3丁目629番地,丸亀市,土器町東3丁目629番地,True,True,2026-09-03,https://www.mhlw.go.jp/stf/kinnkyuuhininnyaku_00005.html,https://www.mhlw.go.jp/content/11120000/001745129.xlsx
